Household_ID,Year,GWBCODEJJJJ,GEMEENTE,WIJK,BUURT,ZONPV,ZONVERMOGEN31DEC,ELEK,ELEKTERUG,GESTINKH,BBIHJ,TYPHH31DEC,Energielabel,LIHE,LEKWI,LIHEZLEK
1378,2022,10190205,1019,02,05,0,0,4015,341.3,16271,10327,ALONE,B,0,0,0
1379,2022,10040203,1004,02,03,0,0,3265,228.6,54885,0,COUPLE,C,0,0,0
1380,2022,10090505,1009,05,05,1,2572,5052,625.4,30913,18037,COUPLE,C,0,0,0
1381,2022,10170504,1017,05,04,0,0,1905,39.6,17258,9538,ALONE,C,0,1,0
1382,2022,10180503,1018,05,03,0,0,2736,177.4,64773,26768,ALONE,B,0,0,0
1383,2022,10180503,1018,05,03,0,0,3086,293.3,16271,3975,ALONE,A,1,0,0
1384,2022,10070201,1007,02,01,0,0,3595,683.3,31921,10261,COUPLE,G,0,0,0
1385,2022,10020305,1002,03,05,0,0,4341,875.9,25582,14235,ALONE,F,1,0,0
1386,2022,10050201,1005,02,01,0,0,3178,798.5,42229,18721,ALONE,D,1,0,0
1387,2022,10140204,1014,02,04,0,0,1919,182.1,48086,29423,OTHER,G,1,1,0
1388,2022,10160105,1016,01,05,0,0,3958,565.4,22381,4036,COUPLE,D,0,1,0
1389,2022,10110504,1011,05,04,0,0,3879,30,15112,12584,ALONE,A,0,0,0
1390,2022,10110201,1011,02,01,0,0,1452,310.5,27722,3574,FAMILY,B,1,0,0
1391,2022,10190505,1019,05,05,1,4132,3196,806,15695,21319,ALONE,F,1,0,0
1392,2022,10130401,1013,04,01,0,0,1768,456.7,60276,9824,FAMILY,D,0,0,0
1393,2022,10140402,1014,04,02,1,1998,2601,149.9,23582,14173,FAMILY,E,1,0,0
1394,2022,10180101,1018,01,01,0,0,2387,438.6,18349,13621,FAMILY,F,0,0,0
1395,2022,10190303,1019,03,03,0,0,3928,198,24157,15930,FAMILY,C,0,0,0
1396,2022,10080501,1008,05,01,0,0,3305,393.2,11231,13749,ALONE,A,0,0,1
1397,2022,10160404,1016,04,04,0,0,2042,487.8,13550,7226,FAMILY,B,1,1,0
1398,2022,10030301,1003,03,01,1,2720,3992,349.6,40143,15679,ALONE,A,0,0,0
1399,2022,10060101,1006,01,01,0,0,1909,937,15859,8644,ALONE,B,1,1,0
1400,2022,10100404,1010,04,04,0,0,3497,562.5,13050,21516,OTHER,C,0,0,1
1401,2022,10190202,1019,02,02,0,0,2467,842.9,28805,15459,COUPLE,B,0,0,0
1402,2022,10000503,1000,05,03,0,0,2870,760.7,39848,6682,OTHER,B,1,0,0
1403,2022,10020303,1002,03,03,0,0,3653,661.2,31554,34255,ALONE,C,0,0,0
1404,2022,10030504,1003,05,04,0,0,3669,496.9,36243,28270,COUPLE,C,0,0,0
1405,2022,10030203,1003,02,03,1,3124,4403,2.2,15087,34547,ALONE,D,0,0,0
1406,2022,10000305,1000,03,05,0,0,3125,613.5,10819,12256,COUPLE,C,1,0,0
1407,2022,10040402,1004,04,02,0,0,3475,356,46661,8318,ALONE,D,0,0,0
1408,2022,10180303,1018,03,03,0,0,2806,117.8,18744,21451,ALONE,F,0,0,0
1409,2022,10090404,1009,04,04,0,0,3363,444.6,19430,23864,ALONE,B,0,0,0
1410,2022,10110202,1011,02,02,0,0,3595,735.6,42791,16573,FAMILY,A,0,0,0
1411,2022,10140204,1014,02,04,0,0,3111,961.7,29088,0,ALONE,F,0,1,0
1412,2022,10180101,1018,01,01,0,0,1576,374.1,27665,7151,FAMILY,D,1,0,1
1413,2022,10130302,1013,03,02,0,0,3498,542.7,65023,18380,ALONE,E,0,0,0
1414,2022,10030404,1003,04,04,1,3886,3528,851.2,15966,9718,ALONE,B,0,0,0
1415,2022,10020301,1002,03,01,0,0,2587,334,35028,4079,ALONE,E,1,0,0
1416,2022,10060201,1006,02,01,0,0,2044,142.3,22663,12938,OTHER,F,0,1,0
1417,2022,10110305,1011,03,05,0,0,4528,281.9,25192,0,ALONE,D,0,0,0
1418,2022,10050404,1005,04,04,0,0,3642,899.1,47298,10173,ALONE,B,1,0,1
1419,2022,10170102,1017,01,02,0,0,2993,159.4,28393,11591,FAMILY,F,0,0,1
1420,2022,10090203,1009,02,03,0,0,2176,329.2,28829,17483,ALONE,E,0,0,0
1421,2022,10050304,1005,03,04,0,0,2460,464.6,37656,19380,FAMILY,E,0,1,0
1422,2022,10060102,1006,01,02,1,2496,4372,847.1,18352,18021,ALONE,A,0,1,0
1423,2022,10180501,1018,05,01,0,0,3323,937.7,14478,22177,COUPLE,E,0,0,0
1424,2022,10160204,1016,02,04,0,0,2704,425.8,13063,13656,ALONE,B,1,1,1
1425,2022,10090104,1009,01,04,1,3301,3658,932,10000,3355,COUPLE,B,0,0,0
1426,2022,10030102,1003,01,02,0,0,2467,161.5,61580,15353,FAMILY,D,1,0,0
1427,2022,10160103,1016,01,03,0,0,4550,156.9,12687,7995,FAMILY,C,0,0,1
1428,2022,10190403,1019,04,03,0,0,4417,949.3,19719,4144,COUPLE,D,1,1,0
1429,2022,10110305,1011,03,05,1,2090,2780,509.7,19179,19632,OTHER,D,1,0,0
1430,2022,10140504,1014,05,04,0,0,2634,185.9,25686,3696,ALONE,B,1,0,0
1431,2022,10120502,1012,05,02,0,0,1000,488,33119,20441,ALONE,D,0,0,1
1432,2022,10070505,1007,05,05,0,0,1866,783.2,33868,4662,COUPLE,F,0,0,0
1433,2022,10050203,1005,02,03,0,0,1994,826.9,16456,12675,COUPLE,B,0,1,1
1434,2022,10020505,1002,05,05,0,0,3321,864,20260,10487,ALONE,D,1,0,1
1435,2022,10120502,1012,05,02,0,0,2906,569.6,25369,24095,COUPLE,C,1,0,0
1436,2022,10140203,1014,02,03,0,0,1989,866.9,19451,19754,ALONE,D,0,0,0
1437,2022,10070202,1007,02,02,0,0,2946,510,49201,8406,FAMILY,C,1,0,0
1438,2022,10100104,1010,01,04,0,0,3654,607.1,28155,13739,FAMILY,C,1,0,0
1439,2022,10190105,1019,01,05,0,0,3675,758.7,31806,25635,COUPLE,A,0,0,0
1440,2022,10110105,1011,01,05,0,0,1490,425.4,30682,26944,ALONE,G,0,0,1
1441,2022,10030101,1003,01,01,0,0,3084,73.6,39606,4049,COUPLE,D,1,1,0
1442,2022,10090105,1009,01,05,0,0,1954,350.2,24113,25529,FAMILY,D,0,0,1
1443,2022,10130301,1013,03,01,0,0,4011,623.9,11517,24917,ALONE,C,1,0,0
1444,2022,10070104,1007,01,04,0,0,3905,192.3,26898,16428,COUPLE,D,1,0,0
1445,2022,10060102,1006,01,02,0,0,2391,148.4,15903,14273,OTHER,C,0,0,0
1446,2022,10170204,1017,02,04,0,0,2510,293.1,16910,10596,ALONE,C,0,0,0
1447,2022,10140301,1014,03,01,0,0,2784,32.1,29530,4972,ALONE,D,0,0,0
1448,2022,10170303,1017,03,03,0,0,1172,743.4,40910,17711,ALONE,C,1,0,0
1449,2022,10100503,1010,05,03,0,0,3502,258.7,22261,13639,COUPLE,B,0,0,0
1450,2022,10190105,1019,01,05,1,3552,2954,124.2,25704,18479,OTHER,D,0,0,0
1451,2022,10180403,1018,04,03,0,0,4073,699.1,51591,18670,COUPLE,E,1,0,0
1452,2022,10190502,1019,05,02,0,0,2211,842.9,24844,35143,ALONE,B,0,0,0
1453,2022,10160404,1016,04,04,0,0,2642,19.9,80889,24573,COUPLE,A,0,0,1
1454,2022,10010105,1001,01,05,0,0,1844,233.6,29224,19375,COUPLE,B,0,0,0
1455,2022,10060505,1006,05,05,0,0,2296,945.2,10000,0,COUPLE,G,0,0,0
1456,2022,10110503,1011,05,03,0,0,2136,385.3,32101,18138,ALONE,E,0,0,0
1457,2022,10110103,1011,01,03,0,0,4096,938.6,26650,27658,COUPLE,D,0,0,1
1458,2022,10010201,1001,02,01,0,0,2571,274.2,41976,11584,COUPLE,F,1,0,1
1459,2022,10020101,1002,01,01,0,0,3311,218.1,30840,32525,ALONE,C,0,0,0
1460,2022,10060305,1006,03,05,0,0,2857,214.1,20553,19350,COUPLE,G,0,0,0
1461,2022,10180502,1018,05,02,0,0,2057,85.2,11942,17356,OTHER,C,0,0,0
1462,2022,10130404,1013,04,04,0,0,3048,896.4,19840,7073,ALONE,B,0,0,0
1463,2022,10150502,1015,05,02,0,0,3739,979.8,14396,27029,OTHER,D,0,1,0
1464,2022,10030304,1003,03,04,0,0,2113,954.5,16477,8354,ALONE,C,0,0,0
1465,2022,10040504,1004,05,04,0,0,3928,852,29563,10485,FAMILY,D,1,0,0
1466,2022,10060204,1006,02,04,0,0,2435,846.9,50764,0,ALONE,C,0,0,0
1467,2022,10030505,1003,05,05,0,0,2765,661.1,26831,22169,ALONE,D,0,0,0
1468,2022,10050402,1005,04,02,0,0,3677,826.2,12113,19701,COUPLE,C,0,0,0
1469,2022,10040402,1004,04,02,0,0,2602,208.3,27509,15081,COUPLE,A,0,0,0
1470,2022,10180403,1018,04,03,0,0,3233,387.9,40067,20921,FAMILY,F,0,0,1
1471,2022,10010304,1001,03,04,0,0,2916,640.8,16237,20167,COUPLE,F,0,0,0
1472,2022,10130503,1013,05,03,0,0,3316,874.8,20598,12075,COUPLE,G,0,0,1
1473,2022,10180503,1018,05,03,0,0,1057,660.5,22188,8721,OTHER,E,0,0,0
1474,2022,10060401,1006,04,01,0,0,1553,839,14876,1277,COUPLE,D,0,0,0
1475,2022,10040202,1004,02,02,0,0,3754,473.9,30459,13578,ALONE,D,0,0,0
1476,2022,10130201,1013,02,01,0,0,4133,717.3,20733,4534,ALONE,B,0,0,0
1477,2022,10100504,1010,05,04,0,0,2380,980,27167,16301,ALONE,B,0,1,0
1478,2022,10010304,1001,03,04,0,0,2980,153.5,14132,13716,FAMILY,C,1,0,0
1479,2022,10030203,1003,02,03,0,0,3465,926.9,17699,11783,ALONE,F,1,0,0
1480,2022,10120503,1012,05,03,0,0,3823,522.4,31608,23372,ALONE,B,1,0,1
1481,2022,10110502,1011,05,02,0,0,1375,643.2,18280,7109,ALONE,F,0,1,0
1482,2022,10120102,1012,01,02,0,0,2402,877.9,52233,216,COUPLE,D,0,0,0
1483,2022,10170203,1017,02,03,0,0,2900,409.7,18037,13196,ALONE,E,0,0,0
1484,2022,10060105,1006,01,05,0,0,3832,418.7,24645,9080,ALONE,B,1,0,0
1485,2022,10040502,1004,05,02,0,0,5448,527.2,35111,15972,COUPLE,C,0,0,0
1486,2022,10000503,1000,05,03,0,0,2994,19.1,10838,7691,FAMILY,G,0,0,0
1487,2022,10010205,1001,02,05,0,0,1933,496.7,10000,18364,ALONE,C,0,0,1
1488,2022,10090105,1009,01,05,0,0,3562,291.1,10271,7216,COUPLE,C,0,0,0
1489,2022,10190401,1019,04,01,0,0,4388,928,41410,7130,ALONE,B,0,0,0
1490,2022,10050401,1005,04,01,0,0,3297,87.7,16715,19931,OTHER,B,0,1,0
1491,2022,10150202,1015,02,02,0,0,2384,459.3,79149,14628,ALONE,B,0,0,0
1492,2022,10110202,1011,02,02,0,0,4062,947.5,16611,5503,OTHER,D,1,0,0
1493,2022,10080201,1008,02,01,0,0,3797,901,24155,7385,OTHER,D,1,0,0
1494,2022,10060303,1006,03,03,0,0,2276,701.3,47622,12017,FAMILY,D,0,1,0
1495,2022,10160505,1016,05,05,0,0,3543,589.4,60056,5856,ALONE,B,0,0,0
1496,2022,10050204,1005,02,04,0,0,4097,280.7,61743,12696,COUPLE,E,0,0,0
1497,2022,10190401,1019,04,01,0,0,4263,367,40303,12978,ALONE,E,0,0,0
1498,2022,10020502,1002,05,02,0,0,3140,90.1,36755,7663,FAMILY,A,0,0,0
1499,2022,10020102,1002,01,02,0,0,2877,786.1,29621,20200,FAMILY,C,0,0,0
1500,2022,10190303,1019,03,03,0,0,4304,323.9,32506,6836,OTHER,A,0,1,0
1501,2022,10020103,1002,01,03,0,0,2110,667.8,16720,24965,COUPLE,E,0,0,0
1502,2022,10190405,1019,04,05,0,0,3594,357.6,14631,13252,COUPLE,E,0,0,0
1503,2022,10180303,1018,03,03,0,0,1966,464.3,21989,9722,COUPLE,F,0,0,0
1504,2022,10150402,1015,04,02,0,0,4158,555,20229,19314,ALONE,B,0,1,0
1505,2022,10190403,1019,04,03,0,0,2967,801.9,17560,15275,COUPLE,D,1,1,0
1506,2022,10060505,1006,05,05,1,4658,4341,211.2,31200,21079,COUPLE,B,0,0,0
1507,2022,10030105,1003,01,05,0,0,3642,398.8,35512,0,OTHER,C,0,0,0
1508,2022,10030403,1003,04,03,0,0,2099,130.1,23021,19134,COUPLE,D,0,0,1
1509,2022,10020304,1002,03,04,0,0,4482,75.8,46109,10845,FAMILY,A,0,0,0
1510,2022,10010204,1001,02,04,0,0,4596,604.7,12446,15300,FAMILY,E,0,0,0
1511,2022,10110205,1011,02,05,0,0,3994,189.1,19993,14294,COUPLE,D,0,1,0
1512,2022,10160404,1016,04,04,0,0,2514,59.8,15391,25772,ALONE,E,0,0,0
1513,2022,10120104,1012,01,04,0,0,2924,897.1,10000,116,COUPLE,C,0,0,0
1514,2022,10080102,1008,01,02,0,0,3330,534.3,21134,27912,COUPLE,F,1,1,1
1515,2022,10040401,1004,04,01,0,0,2566,134.6,20725,20651,ALONE,G,0,0,0
1516,2022,10070403,1007,04,03,0,0,4723,53.4,46944,16217,ALONE,F,0,0,0
1517,2022,10180103,1018,01,03,0,0,3329,119.9,30194,3531,OTHER,E,1,0,0
1518,2022,10180101,1018,01,01,0,0,1000,471.3,13199,1623,ALONE,E,0,0,0
1519,2022,10140204,1014,02,04,1,1632,3505,668.5,55661,10512,FAMILY,D,1,1,0
1520,2022,10190503,1019,05,03,0,0,2886,641.3,40559,20080,FAMILY,B,0,1,0
1521,2022,10150503,1015,05,03,0,0,3132,144.4,29467,14951,COUPLE,D,0,0,1
1522,2022,10060504,1006,05,04,0,0,2868,633.5,19668,19625,COUPLE,E,0,1,0
1523,2022,10010102,1001,01,02,0,0,3926,404.9,13633,3293,FAMILY,G,1,0,0
1524,2022,10170105,1017,01,05,0,0,4207,464.7,18286,15355,COUPLE,D,0,0,0
1525,2022,10160303,1016,03,03,0,0,3454,801.4,37963,23763,ALONE,C,0,0,1
1526,2022,10100202,1010,02,02,0,0,2894,332.5,56516,26615,OTHER,D,0,0,0
1527,2022,10130303,1013,03,03,0,0,3162,147,47649,4968,COUPLE,G,1,0,0
1528,2022,10050201,1005,02,01,0,0,3217,873.5,17250,12184,FAMILY,B,0,0,0
1529,2022,10010101,1001,01,01,0,0,2477,212.1,12584,12273,COUPLE,C,1,0,0
1530,2022,10160105,1016,01,05,0,0,3721,294,23634,9989,ALONE,D,0,0,0
1531,2022,10040403,1004,04,03,0,0,3614,706.6,10000,22262,OTHER,B,0,1,0
1532,2022,10110105,1011,01,05,0,0,4586,683.6,25889,37971,FAMILY,A,0,1,0
1533,2022,10120101,1012,01,01,0,0,4329,800.4,20459,6090,ALONE,C,0,1,1
1534,2022,10040401,1004,04,01,0,0,2582,183.9,17448,18398,OTHER,F,1,0,0
1535,2022,10090304,1009,03,04,0,0,3938,352.3,10000,17364,FAMILY,A,0,0,0
1536,2022,10080302,1008,03,02,0,0,2344,125.9,28475,17535,COUPLE,C,1,0,0
1537,2022,10160303,1016,03,03,0,0,3826,541,16876,25663,COUPLE,E,0,0,0
1538,2022,10000403,1000,04,03,0,0,2735,292.6,12271,17986,ALONE,G,0,0,0
1539,2022,10050201,1005,02,01,0,0,2279,688.9,10000,0,COUPLE,G,0,0,0
1540,2022,10170205,1017,02,05,1,2618,3452,0.3,21725,3505,ALONE,C,0,0,0
1541,2022,10150204,1015,02,04,0,0,1000,59.7,53429,6464,COUPLE,G,0,1,1
1542,2022,10040301,1004,03,01,0,0,1624,432.6,50545,9011,COUPLE,A,0,0,1
1543,2022,10050103,1005,01,03,1,3869,3040,958.2,17526,13883,FAMILY,E,0,0,0
1544,2022,10040304,1004,03,04,0,0,3274,890.9,16299,13282,FAMILY,D,1,0,0
1545,2022,10080505,1008,05,05,0,0,2867,994,27844,412,ALONE,B,1,0,0
1546,2022,10050501,1005,05,01,0,0,1778,416.8,13370,2130,FAMILY,D,0,0,0
1547,2022,10160501,1016,05,01,0,0,2463,46.6,25614,0,COUPLE,B,0,0,0
1548,2022,10150101,1015,01,01,0,0,3552,306,32307,2567,COUPLE,F,0,0,0
1549,2022,10070401,1007,04,01,0,0,3723,675.8,40678,22929,ALONE,C,0,0,0
1550,2022,10180404,1018,04,04,0,0,3185,135.2,20950,12836,FAMILY,D,1,0,0
1551,2022,10040203,1004,02,03,0,0,4241,300,19893,7378,OTHER,B,0,0,0
1552,2022,10000404,1000,04,04,0,0,3557,56.2,14200,0,FAMILY,B,0,0,0
1553,2022,10060101,1006,01,01,1,5554,2527,475,14567,6897,OTHER,G,1,0,0
1554,2022,10130305,1013,03,05,0,0,2947,208.9,19668,19857,ALONE,E,0,0,0
1555,2022,10070203,1007,02,03,0,0,1937,91.2,26467,18805,FAMILY,G,0,0,0
1556,2022,10110105,1011,01,05,0,0,3102,411.2,34779,12980,COUPLE,C,1,0,0
1557,2022,10180402,1018,04,02,0,0,4200,351.2,14741,12863,ALONE,B,0,0,1
1558,2022,10060104,1006,01,04,0,0,3816,537.5,46459,829,FAMILY,D,1,0,0
1559,2022,10080505,1008,05,05,0,0,4461,749,19234,8791,FAMILY,D,0,0,1
1560,2022,10190105,1019,01,05,0,0,2927,112.6,21792,19444,ALONE,B,0,0,0
1561,2022,10020104,1002,01,04,0,0,4411,791.1,15159,9601,ALONE,E,0,0,1
1562,2022,10030504,1003,05,04,0,0,3026,26.3,10000,27987,ALONE,C,0,0,0
1563,2022,10030304,1003,03,04,0,0,4524,443.1,34269,24644,ALONE,B,0,0,0
1564,2022,10060301,1006,03,01,0,0,3180,587.4,31838,11369,ALONE,C,0,0,0
1565,2022,10180502,1018,05,02,0,0,3836,957,19136,12877,ALONE,D,0,0,0
1566,2022,10020202,1002,02,02,1,3670,4527,573.9,22776,32784,ALONE,E,0,0,0
1567,2022,10040502,1004,05,02,1,2616,3025,158.7,28508,21777,OTHER,D,0,0,0
1568,2022,10140404,1014,04,04,1,3081,3396,517.5,10084,15562,FAMILY,D,0,0,1
1569,2022,10150403,1015,04,03,0,0,4359,395.8,16906,16485,ALONE,B,0,0,0
1570,2022,10040101,1004,01,01,0,0,3080,479.4,32765,16191,OTHER,F,0,0,0
1571,2022,10120405,1012,04,05,0,0,2011,197.1,11764,14864,COUPLE,F,0,0,0
1572,2022,10090104,1009,01,04,0,0,5128,500.8,25508,6432,COUPLE,D,0,0,0
1573,2022,10080103,1008,01,03,0,0,2777,150,11178,11781,COUPLE,A,0,0,0
1574,2022,10030205,1003,02,05,0,0,3342,744,27811,3511,COUPLE,D,0,0,0
1575,2022,10020204,1002,02,04,0,0,4240,593.9,21637,20798,ALONE,D,0,0,0
1576,2022,10080204,1008,02,04,0,0,2652,78.5,10000,13940,ALONE,G,1,0,1
1577,2022,10000401,1000,04,01,0,0,2292,889.6,39433,21203,COUPLE,G,0,0,0
1578,2022,10150304,1015,03,04,0,0,3428,616.4,15255,4804,COUPLE,F,0,0,0
1579,2022,10010404,1001,04,04,0,0,1586,316.1,14689,26376,FAMILY,A,0,0,0
1580,2022,10010501,1001,05,01,0,0,2940,45.6,24349,25381,ALONE,G,1,0,0
1581,2022,10100104,1010,01,04,1,2218,3420,632.2,39117,2404,FAMILY,D,1,0,0
1582,2022,10150404,1015,04,04,0,0,2957,373.4,13254,10952,COUPLE,E,0,0,0
1583,2022,10130203,1013,02,03,0,0,1810,907.6,22716,11821,OTHER,C,1,0,0
1584,2022,10190405,1019,04,05,0,0,4634,34.9,27293,3496,ALONE,C,0,0,0
1585,2022,10020203,1002,02,03,0,0,3293,39.1,31149,12921,OTHER,D,0,0,0
1586,2022,10020405,1002,04,05,0,0,4488,949.3,24057,19464,FAMILY,B,0,0,1
1587,2022,10090104,1009,01,04,1,3844,2965,964.9,18333,11244,COUPLE,C,0,0,0
1588,2022,10120405,1012,04,05,0,0,2407,27.7,14562,1296,FAMILY,F,0,0,0
1589,2022,10080203,1008,02,03,1,4036,3442,716,22995,21179,ALONE,A,0,0,0
1590,2022,10130101,1013,01,01,0,0,3005,221.5,12886,8666,OTHER,B,0,0,0
1591,2022,10080501,1008,05,01,0,0,2140,701.4,10000,9509,ALONE,B,0,0,0
1592,2022,10150203,1015,02,03,0,0,4522,868.7,27399,28450,COUPLE,C,0,1,0
1593,2022,10020205,1002,02,05,0,0,2639,100.8,34612,18173,ALONE,G,0,1,0
1594,2022,10110201,1011,02,01,0,0,1543,238.8,10000,8527,COUPLE,B,0,1,1
1595,2022,10130403,1013,04,03,0,0,4395,24.1,13294,5487,COUPLE,B,0,0,0
1596,2022,10100402,1010,04,02,0,0,2746,43.8,30018,22727,OTHER,F,0,1,0
1597,2022,10130504,1013,05,04,0,0,2652,29.6,61620,22176,COUPLE,F,0,0,0
1598,2022,10130401,1013,04,01,1,4325,1611,800.7,22256,10946,OTHER,A,0,0,0
1599,2022,10120404,1012,04,04,0,0,4766,298.3,15305,4927,COUPLE,E,0,0,0
1600,2022,10150204,1015,02,04,0,0,2039,493.2,20101,18084,ALONE,D,1,0,0
1601,2022,10060104,1006,01,04,0,0,3252,787.8,43802,19751,ALONE,E,0,0,0
1602,2022,10010401,1001,04,01,0,0,4021,494.9,15946,12018,FAMILY,D,0,0,0
1603,2022,10120204,1012,02,04,0,0,3579,429.2,14770,6174,ALONE,G,0,0,1
1604,2022,10190205,1019,02,05,0,0,3146,11.6,17302,15198,COUPLE,A,1,0,0
1605,2022,10080103,1008,01,03,0,0,1668,568,13675,18693,ALONE,B,0,1,0
1606,2022,10090105,1009,01,05,0,0,2471,124.7,23419,11103,COUPLE,C,0,0,0
1607,2022,10060102,1006,01,02,0,0,3369,764.6,49629,17095,FAMILY,C,0,0,0
1608,2022,10130302,1013,03,02,0,0,2491,257.7,25888,17887,COUPLE,F,0,0,0
1609,2022,10180202,1018,02,02,0,0,3383,674.2,19415,24163,ALONE,D,0,0,0
1610,2022,10180201,1018,02,01,0,0,3813,646.2,19036,11634,ALONE,A,0,1,0
1611,2022,10030404,1003,04,04,0,0,4066,616.7,10080,5885,ALONE,C,0,1,0
1612,2022,10150401,1015,04,01,0,0,2096,267,34253,14461,ALONE,C,0,0,0
1613,2022,10050103,1005,01,03,0,0,5176,267.1,21185,28500,COUPLE,G,0,0,0
1614,2022,10090104,1009,01,04,0,0,3890,863,20125,895,COUPLE,D,1,1,0
1615,2022,10190502,1019,05,02,0,0,3198,12.8,108722,0,ALONE,D,0,1,0
1616,2022,10180501,1018,05,01,0,0,4180,181.5,25575,14135,COUPLE,E,1,0,0
1617,2022,10020503,1002,05,03,0,0,5328,610.2,15125,11965,COUPLE,E,0,0,0
1618,2022,10030203,1003,02,03,0,0,1905,817,17797,13333,ALONE,D,0,0,0
1619,2022,10090301,1009,03,01,0,0,2997,358.3,39113,13035,COUPLE,B,0,0,0
1620,2022,10070402,1007,04,02,0,0,1059,653.4,23309,23044,ALONE,F,0,1,1
1621,2022,10180201,1018,02,01,0,0,3373,557.2,10730,14660,COUPLE,E,0,0,0
1622,2022,10140403,1014,04,03,0,0,3528,64.5,34878,21556,FAMILY,E,1,0,0
1623,2022,10010501,1001,05,01,0,0,3164,621.8,15770,0,ALONE,G,0,0,0
1624,2022,10180302,1018,03,02,0,0,2610,813.9,56198,10767,COUPLE,E,1,0,1
1625,2022,10020101,1002,01,01,0,0,1355,992.4,37798,8477,COUPLE,E,0,0,0
1626,2022,10080405,1008,04,05,0,0,3536,29.6,17612,0,ALONE,G,0,0,0
1627,2022,10030504,1003,05,04,0,0,4509,660.1,41794,15827,FAMILY,B,1,0,0
1628,2022,10180105,1018,01,05,0,0,2668,414.5,22786,14197,COUPLE,D,0,0,0
1629,2022,10150305,1015,03,05,0,0,3596,9.8,33738,11263,COUPLE,D,0,0,0
1630,2022,10110301,1011,03,01,0,0,1788,614.4,28067,13992,FAMILY,C,0,1,0
1631,2022,10040101,1004,01,01,0,0,3611,122.4,14426,15827,FAMILY,E,0,0,0
1632,2022,10050404,1005,04,04,0,0,2845,378.6,15966,23104,OTHER,E,1,0,0
1633,2022,10090205,1009,02,05,0,0,2513,261.4,36863,20140,COUPLE,E,0,0,0
1634,2022,10140505,1014,05,05,0,0,2515,361.2,18631,17628,FAMILY,G,0,0,0
1635,2022,10120303,1012,03,03,0,0,2845,492.7,18000,33457,ALONE,C,1,0,0
1636,2022,10170504,1017,05,04,0,0,3544,359.2,13662,9335,COUPLE,E,1,0,0
1637,2022,10140302,1014,03,02,0,0,2019,552.7,27222,4120,ALONE,D,0,1,0
1638,2022,10120402,1012,04,02,0,0,2842,238.6,61775,24393,ALONE,C,0,0,0
1639,2022,10100503,1010,05,03,0,0,3162,635.4,12916,29934,COUPLE,B,0,0,0
1640,2022,10170502,1017,05,02,0,0,2210,853.8,22294,9918,FAMILY,F,0,0,0
1641,2022,10090405,1009,04,05,0,0,4816,224.1,44627,26022,COUPLE,D,0,0,1
1642,2022,10090503,1009,05,03,0,0,2431,507.9,21166,10732,FAMILY,E,0,0,0
1643,2022,10100303,1010,03,03,0,0,2597,648.7,27616,19678,COUPLE,D,0,0,0
1644,2022,10060303,1006,03,03,0,0,2319,564.6,12949,20122,COUPLE,B,0,0,0
1645,2022,10040501,1004,05,01,0,0,4818,365.6,27286,9951,ALONE,C,0,1,0
1646,2022,10070502,1007,05,02,0,0,3697,642.2,20058,29773,ALONE,C,0,0,0
1647,2022,10130502,1013,05,02,0,0,2357,28.2,36057,30692,ALONE,G,0,0,0
1648,2022,10010105,1001,01,05,0,0,4195,369.9,39882,6830,COUPLE,A,0,0,0
1649,2022,10060502,1006,05,02,0,0,3380,532.6,80400,16608,ALONE,G,0,0,0
1650,2022,10040201,1004,02,01,0,0,3431,20.6,29431,22316,ALONE,G,0,0,0
1651,2022,10190203,1019,02,03,0,0,2889,507.6,25923,0,FAMILY,G,0,0,1
1652,2022,10080203,1008,02,03,0,0,2525,654.3,24274,15209,COUPLE,D,0,0,0
1653,2022,10150305,1015,03,05,0,0,3503,759.2,18461,1774,COUPLE,G,0,0,0
1654,2022,10180304,1018,03,04,0,0,2709,113.4,26088,20339,ALONE,C,0,0,0
1655,2022,10020201,1002,02,01,0,0,4835,990.6,19001,15687,COUPLE,A,0,0,0
1656,2022,10050301,1005,03,01,1,2935,2057,606.2,23962,12009,FAMILY,B,0,1,0
1657,2022,10180403,1018,04,03,0,0,4582,363.2,42565,2464,FAMILY,F,0,1,1
1658,2022,10150201,1015,02,01,0,0,3099,249.1,13316,10211,FAMILY,A,1,0,0
1659,2022,10080503,1008,05,03,0,0,3469,572.9,38946,19153,ALONE,D,1,0,0
1660,2022,10000405,1000,04,05,0,0,3949,881.7,42555,14672,FAMILY,A,1,1,0
1661,2022,10180202,1018,02,02,0,0,2632,520.6,20763,24540,ALONE,C,0,1,0
1662,2022,10110301,1011,03,01,0,0,3977,661.5,10000,24022,ALONE,A,1,0,0
1663,2022,10170501,1017,05,01,0,0,1000,357.7,16253,23682,ALONE,F,0,0,0
1664,2022,10130203,1013,02,03,0,0,2552,388.2,42129,10697,FAMILY,D,0,0,0
1665,2022,10010101,1001,01,01,0,0,2368,286.2,21776,17359,COUPLE,F,0,0,0
1666,2022,10020401,1002,04,01,0,0,2071,705.6,13364,7278,COUPLE,D,0,1,0
1667,2022,10020301,1002,03,01,1,2553,3006,359.2,17113,4920,FAMILY,G,0,0,0
1668,2022,10190304,1019,03,04,0,0,3547,190.7,33533,24454,ALONE,D,0,0,0
1669,2022,10170405,1017,04,05,1,4395,3832,369.4,28951,5507,COUPLE,D,1,0,0
1670,2022,10010405,1001,04,05,0,0,3416,853.8,19546,4648,COUPLE,D,0,0,0
